x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y
-1.551498844866999	0.2623722918537776	0.8890607212079694	-0.4223552789018986	-0.6600519120107569	-0.0784629908071075	0.0984981051401742	0.4017381778970282	-0.56137385921842	-0.3097428045094929	197.15944391465592
-1.0030899901709267	1.1214392395636792	-1.2377092726280388	0.3792039730441766	-0.2150263863287871	-1.241807579151892	-0.0583196551806326	0.7088457592058888	-0.5873408526310318	1.2735764489220232	197.2776631330809
0.9808078025540872	0.4953778217857137	0.8514623318590044	-1.5681568971433588	1.314776225153517	-0.3589497430620429	-0.738866713727499	-1.0781354711042963	-1.1423760663996894	0.3897451683739071	190.41002938307483
3.957068031978632	0.4038468298454145	0.387052031447143	-0.1468391843172659	1.7196775458879143	-1.2131499443699014	-1.4118721995629662	0.6165799696570694	1.1762387784951729	1.1312205004557851	191.23591767668032
1.3372435961039544	-0.5399210040207136	-1.3892318084479267	1.927249987267212	-0.1584503587918923	-0.7164759747449567	0.1831985422431926	-0.3490478270187907	0.2247771254463095	-2.2485940778710574	187.2566358847633
0.142745412360855	0.0088374289357932	0.0084671476256319	1.768691271128024	-1.1209683588897168	0.4304696435051544	-1.1365791894520836	1.4973643606114613	-0.1684570087637565	0.0282307513830841	189.95963616713
-0.9627738542660552	-1.3354391948124102	-0.7120217184718393	-1.056503588546012	1.493463398050243	-0.8908158395362367	0.0428968032558337	0.3666631549409686	1.388917908699982	1.905108379612797	199.0831588806832
-0.3195025174572803	-1.5802015806762089	-0.9926832415812676	0.4866625261947576	0.4450425202442815	0.7779875912808639	0.5268062056908858	0.9046594966011	-0.8525363004384058	-1.9989013075458435	188.069947380659
-2.2245692258612992	1.1707246105293176	0.5477558131691701	1.262545182964895	-0.0224907280002758	-0.6954627989035914	-0.8582591453295556	-0.1221044848922582	-1.2144707268841552	1.334161677998887	198.0523196738992
0.1994192856199656	-0.5226785472704268	0.0991198589907578	-0.106579986989474	0.2575616823757235	0.9041700668140996	-0.8485137972403499	-0.5630795443245199	0.7086059586233187	0.8682858557828845	177.34460424511946
